DATAFLOW,LAST UPDATE,freq,int_rt,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,IT,2008,4.68000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,IT,2009,4.31000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,IT,2010,4.04000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,IT,2011,5.42000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,IT,2012,5.49000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,IT,2013,4.32000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,IT,2014,2.89000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,IT,2015,1.71000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,IT,2016,1.49000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,IT,2017,2.11000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,IT,2018,2.61000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,IT,2019,1.95000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,IT,2020,1.17000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,IT,2021,0.81000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,IT,2022,3.16000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2001,8.15000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2002,6.06000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2003,5.32000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2004,4.50000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2005,3.70000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2006,4.08000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2007,4.54000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2008,5.61000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2009,14.00000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2010,5.57000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2011,5.16000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2012,4.83000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2013,3.83000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2014,2.79000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2015,1.38000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2016,0.90000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2017,0.31000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2018,0.31000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2019,0.31000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2020,0.22000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2021,0.16000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LT,2022,0.61000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2000,5.52000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2001,4.86000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2002,4.70000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2003,3.32000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2004,2.84000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2005,2.41000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2006,3.30000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2007,4.46000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2008,4.61000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2009,4.23000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2010,3.17000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2011,2.92000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2012,1.82000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2013,1.85000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2014,1.34000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2015,0.37000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2016,0.25000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2017,0.54000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2018,0.56000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2019,-0.12000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2020,-0.41000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2021,-0.36000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LU,2022,1.73000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2001,7.57000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2002,5.41000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2003,4.90000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2004,4.86000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2005,3.88000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2006,4.13000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2007,5.28000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2008,6.43000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2009,12.36000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2010,10.34000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2011,5.91000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2012,4.57000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2013,3.34000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2014,2.51000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2015,0.96000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2016,0.53000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2017,0.83000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2018,0.90000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2019,0.34000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2020,-0.06000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2021,0.00000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,LV,2022,2.27000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2001,6.19000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2002,5.82000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2003,5.04000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2004,4.69000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2005,4.56000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2006,4.32000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2007,4.72000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2008,4.81000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2009,4.54000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2010,4.19000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2011,4.49000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2012,4.13000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2013,3.36000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2014,2.61000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2015,1.49000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2016,0.89000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2017,1.28000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2018,1.39000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2019,0.67000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2020,0.48000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2021,0.50000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,MT,2022,2.41000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2000,5.40000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2001,4.96000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2002,4.89000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2003,4.12000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2004,4.10000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2005,3.37000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2006,3.78000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2007,4.29000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2008,4.23000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2009,3.69000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2010,2.99000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2011,2.99000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2012,1.93000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2013,1.96000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2014,1.45000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2015,0.69000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2016,0.29000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2017,0.52000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2018,0.58000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2019,-0.07000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2020,-0.38000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2021,-0.33000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,NL,2022,1.38000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2001,10.68000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2002,7.36000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2003,5.78000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2004,6.90000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2005,5.22000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2006,5.23000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2007,5.48000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2008,6.07000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2009,6.12000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2010,5.78000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2011,5.96000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2012,5.00000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2013,4.03000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2014,3.52000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2015,2.70000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2016,3.04000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2017,3.42000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2018,3.20000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2019,2.35000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2020,1.50000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2021,1.95000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PL,2022,6.05000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2000,5.59000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2001,5.16000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2002,5.01000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2003,4.18000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2004,4.14000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2005,3.44000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2006,3.91000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2007,4.42000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2008,4.52000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2009,4.21000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2010,5.40000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2011,10.24000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2012,10.55000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2013,6.29000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2014,3.75000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2015,2.42000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2016,3.17000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2017,3.05000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2018,1.84000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2019,0.76000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2020,0.41000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2021,0.30000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,PT,2022,2.17000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2005,6.99000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2006,7.23000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2007,7.13000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2008,7.70000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2009,9.69000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2010,7.34000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2011,7.29000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2012,6.68000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2013,5.41000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2014,4.49000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2015,3.47000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2016,3.32000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2017,3.96000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2018,4.69000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2019,4.54000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2020,3.89000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2021,3.62000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,RO,2022,7.48000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2000,5.37000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2001,5.11000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2002,5.30000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2003,4.64000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2004,4.43000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2005,3.38000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2006,3.70000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2007,4.17000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2008,3.89000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2009,3.25000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2010,2.89000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2011,2.61000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2012,1.59000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2013,2.12000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2014,1.72000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2015,0.72000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2016,0.54000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2017,0.65000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2018,0.65000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2019,0.04000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2020,-0.04000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2021,0.27000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SE,2022,1.53000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2002,8.71000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2003,6.40000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2004,4.68000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2005,3.81000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2006,3.85000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2007,4.53000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2008,4.61000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2009,4.38000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2010,3.83000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2011,4.97000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2012,5.81000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2013,5.81000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2014,3.27000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2015,1.71000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2016,1.15000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2017,0.96000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2018,0.93000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2019,0.28000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2020,0.08000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2021,0.07000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SI,2022,1.89000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2001,8.04000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2002,6.93000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2003,4.99000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2004,5.03000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2005,3.52000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2006,4.41000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2007,4.49000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2008,4.72000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2009,4.71000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2010,3.87000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2011,4.45000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2012,4.55000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2013,3.19000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2014,2.07000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2015,0.89000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2016,0.54000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2017,0.92000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2018,0.89000,
ESTAT:IRT_LT_MCBY_A(1.0),11/03/23 11:00:00,A,MCBY,SK,2019,0.25000,
