,01T02,03,05T06,07T08,09,10T12,13T15,16,17T18,19,20,21,22,23,24,25,26,27,28,29,30,31T33,35,36T39,41T43,45T47,49,50,51,52,53,55T56,58T60,61,62T63,64T66,68,69T75,77T82,84,85,86T88,90T93,94T96
41T43,0.0015872864287324333,2.045963767011621e-05,0.002457065239629931,0.00016191638992495386,9.908234367867535e-05,0.0007058038911039061,5.975175166807888e-06,1.2789788361679714e-05,7.900154669678277e-05,0.0004445147642843319,0.002617710835872673,0.001180034213312807,8.100497427172414e-05,5.755062244468168e-05,0.00010379709540024971,0.00016334087626815132,0.00328250832798392,3.584688832365301e-05,0.00031333356225595463,0.0007073801253845723,0.00031663932518839316,8.534622581518324e-05,0.030920337923119438,3.444610114338634e-05,0.0007428760334343095,0.019497799100359748,0.001383091264053541,8.444791759033157e-06,0.00019389370012447133,0.00016362648215252927,0.0,0.002238828921222124,0.02096243015143677,0.019652198503463485,0.0025345679292962543,0.008200133278972035,0.03064958244978628,0.00585940883329658,0.0005933388354050612,0.0,0.0027035168407922596,0.009687648169890721,0.0012281247126213642,0.0023809355572535565
45T47,0.001789890811017219,3.617209079000202e-05,0.0008420450851437571,9.629611437223452e-05,0.00011606117687407887,0.0005209004653310063,5.616365872009113e-06,1.1913729946130437e-05,0.00010909383573209378,0.00026595545039468293,0.00199719368521683,0.0009003121532262253,8.595734579763401e-05,5.050592716093854e-05,9.586627069413851e-05,0.00016007721903051815,0.0025401140493637236,3.861561578443039e-05,0.00027532866338187225,0.0009356974836405788,0.00020444481851261573,9.648416702458212e-05,0.005798922114918671,3.297737071192284e-05,0.0014373046287798092,0.009476308630233138,0.0004402884793097561,1.510336852297236e-05,0.0001798169864126574,0.00010946636942371957,0.0,0.000493953038673077,0.015194390380926232,0.01441569096066163,0.0014292272002409208,0.009013907670152588,0.005862769868210588,0.004135244487489871,0.0008287592569481293,0.0,0.00041693508512416136,0.004789339880348498,0.00027960447998981024,0.0007482418931754728
49,6.297189111242998e-05,1.3297742525657928e-06,2.416522263188346e-05,3.4489916710755637e-06,3.6419723248895773e-06,2.2261599393810446e-05,2.745218124183354e-07,5.279476544604322e-07,4.7676584556989325e-06,1.084916882133275e-05,8.3290264381343e-05,3.754630200515947e-05,4.240308051233613e-06,2.1282952819872327e-06,4.568016339104432e-06,8.208649209817886e-06,9.67545590798925e-05,1.540206083344586e-06,1.2870183531014168e-05,4.336010223952959e-05,9.150086957902893e-06,3.304129637723958e-06,0.0001810485436825293,1.192374846855494e-06,6.24204197434808e-05,0.000466123444115547,1.888214355604626e-05,4.1855098433118223e-07,9.010558764176028e-06,4.460795719913588e-06,0.0,2.665757615478205e-05,0.00022610570787698366,0.00020600009941242682,1.877748083544763e-05,0.0004153769809240058,0.00022837659040700212,0.00012906275962486647,2.6676931019041094e-05,0.0,1.4533805407249587e-05,7.32206350844943e-05,1.1045069348449302e-05,3.1025051910811026e-05
50,2.0990630370809995e-05,4.4325808418859755e-07,8.05507421062782e-06,1.1496638903585212e-06,1.2139907749631924e-06,7.420533131270148e-06,9.150727080611178e-08,1.7598255148681073e-07,1.5892194852329775e-06,3.6163896071109167e-06,2.7763421460447673e-05,1.2515434001719826e-05,1.4134360170778711e-06,7.09431760662411e-07,1.5226721130348105e-06,2.7362164032726286e-06,3.22515196932975e-05,5.134020277815287e-07,4.290061177004723e-06,1.4453367413176528e-05,3.0500289859676306e-06,1.1013765459079862e-06,6.034951456084309e-05,3.9745828228516463e-07,2.080680658116027e-05,0.000155374481371849,6.294047852015421e-06,1.3951699477706074e-07,3.003519588058676e-06,1.4869319066378626e-06,0.0,8.88585871826068e-06,7.536856929232789e-05,6.866669980414227e-05,6.259160278482543e-06,0.00013845899364133525,7.612553013566736e-05,4.3020919874955495e-05,8.892310339680363e-06,0.0,4.844601802416528e-06,2.44068783614981e-05,3.681689782816435e-06,1.034168397027034e-05
51,2.0990630370809995e-05,4.4325808418859755e-07,8.05507421062782e-06,1.1496638903585212e-06,1.2139907749631924e-06,7.420533131270148e-06,9.150727080611178e-08,1.7598255148681073e-07,1.5892194852329775e-06,3.6163896071109167e-06,2.7763421460447673e-05,1.2515434001719826e-05,1.4134360170778711e-06,7.09431760662411e-07,1.5226721130348105e-06,2.7362164032726286e-06,3.22515196932975e-05,5.134020277815287e-07,4.290061177004723e-06,1.4453367413176528e-05,3.0500289859676306e-06,1.1013765459079862e-06,6.034951456084309e-05,3.9745828228516463e-07,2.080680658116027e-05,0.000155374481371849,6.294047852015421e-06,1.3951699477706074e-07,3.003519588058676e-06,1.4869319066378626e-06,0.0,8.88585871826068e-06,7.536856929232789e-05,6.866669980414227e-05,6.259160278482543e-06,0.00013845899364133525,7.612553013566736e-05,4.3020919874955495e-05,8.892310339680363e-06,0.0,4.844601802416528e-06,2.44068783614981e-05,3.681689782816435e-06,1.034168397027034e-05
52,4.198126074161999e-05,8.865161683771951e-07,1.611014842125564e-05,2.2993277807170423e-06,2.427981549926385e-06,1.4841066262540296e-05,1.8301454161222356e-07,3.5196510297362145e-07,3.178438970465955e-06,7.2327792142218335e-06,5.5526842920895345e-05,2.5030868003439652e-05,2.8268720341557422e-06,1.418863521324822e-06,3.045344226069621e-06,5.472432806545257e-06,6.4503039386595e-05,1.0268040555630574e-06,8.580122354009446e-06,2.8906734826353057e-05,6.100057971935261e-06,2.2027530918159723e-06,0.00012069902912168619,7.949165645703293e-07,4.161361316232054e-05,0.000310748962743698,1.2588095704030842e-05,2.790339895541215e-07,6.007039176117352e-06,2.9738638132757253e-06,0.0,1.777171743652136e-05,0.00015073713858465579,0.00013733339960828454,1.2518320556965086e-05,0.0002769179872826705,0.00015225106027133472,8.604183974991099e-05,1.7784620679360726e-05,0.0,9.689203604833056e-06,4.88137567229962e-05,7.36337956563287e-06,2.068336794054068e-05
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55T56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58T60,6.75539525601857e-06,1.7701534075613976e-06,0.00024282695277325344,6.174762938454279e-06,1.3963719740475918e-05,0.0001490666795404512,2.670557047102018e-06,1.6818091025800078e-06,3.0916848361656803e-05,9.672343140237411e-05,0.0006690694039109349,0.0003016088625512768,2.8396321272181775e-05,8.68860985037902e-06,1.2949169514526203e-05,3.684484185021726e-05,0.0011100961142704062,1.569456645156706e-05,0.0001276254325022556,0.00019974183593278065,0.0001095429399855003,5.7015193189897695e-05,0.0013132398485964428,3.8047141578940134e-06,0.0002668100615761526,0.004541757265799139,6.994209117313385e-05,3.2736951655283887e-06,4.8653423655715635e-05,4.587812244583967e-05,0.0,7.880051237353332e-05,0.006890332161497315,0.0060548930796834,0.0014072309099858276,0.0082596116343511,0.000595338684686953,0.0037359393281246015,0.0007663634288128551,0.0,0.0001676486756386152,0.001081950030202773,4.711744165065696e-05,0.00029093648865300006
61,2.1911623774516882e-07,8.686877903511457e-08,3.3536821483018485e-06,1.837801931605572e-07,4.882495571074811e-07,1.2897944702700699e-06,3.770566562079411e-08,2.2489518883159716e-08,2.646907679653102e-07,9.336425530380233e-07,1.3708707317060613e-05,6.179729033757184e-06,3.0865767997494536e-07,1.446018979481797e-07,4.270732064697931e-07,5.138329743865596e-07,5.1183448314576076e-05,2.470701864041816e-07,1.5261102351815199e-06,1.952520729244648e-06,2.2509310440323942e-06,6.015054372331561e-07,2.7706010748126095e-05,2.215781414157184e-07,6.115211960191209e-06,0.00010017956698739302,3.7275693654686018e-06,1.479796507228604e-07,4.989234950458564e-06,1.2579159470184488e-06,0.0,2.6221412756794815e-06,0.0018766759215932314,0.0018534221557091645,4.92748747865022e-05,0.00011849719453844089,2.8391720346577048e-05,8.310089851646857e-05,1.843460382286631e-05,0.0,6.309644050573798e-06,1.4056178539089793e-05,2.759662020322142e-06,9.568985686062035e-06
62T63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64T66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003858824807381722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035455267227329514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69T75,0.00033140594408986694,8.233144465860995e-06,0.001338244417169622,4.85649691477519e-05,4.626168493306149e-05,0.0010227565031120892,1.9753676773796667e-05,8.020871629556627e-06,0.00019855317025801078,0.0011470532822171503,0.03775035003979983,0.01701742759400224,0.00023775722681329892,0.00023088596124313347,0.00024912633795442444,0.00045366779358941943,0.056616920241411996,0.00028822368908718396,0.0019985800314941665,0.00637377233187062,0.003383222523577424,0.0005628577209175478,0.003101402194868857,1.5692380704758532e-05,0.0007143014137785589,0.014441923219651065,0.00013378801481835013,3.2084916932962313e-06,0.00010344620406536892,8.431157190063248e-05,0.0,0.00021468250745579977,0.03072023604145594,0.013731382423671995,0.01028766576377201,0.013038118356378501,0.0014161060995237674,0.043086458382627764,0.0028429380090997164,0.0,0.0014979021602960674,0.003337199570700283,0.00010829424818368036,0.0015041623989000524
77T82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
