,01T02,03,05T06,07T08,09,10T12,13T15,16,17T18,19,20,21,22,23,24,25,26,27,28,29,30,31T33,35,36T39,41T43,45T47,49,50,51,52,53,55T56,58T60,61,62T63,64T66,68,69T75,77T82,84,85,86T88,90T93,94T96
49,0.004031114815887861,0.004031114815887861,0.002187486259097067,0.00034655925034685493,0.003025389687601788,0.0030418590028655082,0.0028615395877414464,0.003870245749847615,0.00338621475297653,0.0022034897152017757,0.0011011035927671927,0.0,0.0030522009755217447,0.002419728426796698,0.003047040585768086,0.003059571534697692,0.0009569549862279713,0.0019737864669551568,0.002101013080205814,0.0023327985206170504,0.0011440759244692254,0.0019992004199845008,0.001835059279317658,0.0,0.003917320261733022,0.004237316316653165,0.0027885209099432063,0.0027885209099432063,0.0027885209099432063,0.0027885209099432063,0.0,0.0046526594619732626,0.0009263477334436993,0.0009263477334436993,0.0009263477334436993,0.0032986026039834113,0.002630915993351533,0.0014801130874635673,0.002838987109147661,0.0,0.0017246485538429104,0.0017875834033939646,0.002566994699871686,0.002910749758547792
50,0.004031114815887861,0.004031114815887861,0.002187486259097067,0.00034655925034685493,0.003025389687601788,0.0030418590028655082,0.0028615395877414464,0.003870245749847615,0.00338621475297653,0.0022034897152017757,0.0011011035927671927,0.0,0.0030522009755217447,0.002419728426796698,0.003047040585768086,0.003059571534697692,0.0009569549862279713,0.0019737864669551568,0.002101013080205814,0.0023327985206170504,0.0011440759244692254,0.0019992004199845008,0.001835059279317658,0.0,0.003917320261733022,0.004237316316653165,0.0027885209099432063,0.0027885209099432063,0.0027885209099432063,0.0027885209099432063,0.0,0.0046526594619732626,0.0009263477334436993,0.0009263477334436993,0.0009263477334436993,0.0032986026039834113,0.002630915993351533,0.0014801130874635673,0.002838987109147661,0.0,0.0017246485538429104,0.0017875834033939646,0.002566994699871686,0.002910749758547792
51,0.004031114815887861,0.004031114815887861,0.002187486259097067,0.00034655925034685493,0.003025389687601788,0.0030418590028655082,0.0028615395877414464,0.003870245749847615,0.00338621475297653,0.0022034897152017757,0.0011011035927671927,0.0,0.0030522009755217447,0.002419728426796698,0.003047040585768086,0.003059571534697692,0.0009569549862279713,0.0019737864669551568,0.002101013080205814,0.0023327985206170504,0.0011440759244692254,0.0019992004199845008,0.001835059279317658,0.0,0.003917320261733022,0.004237316316653165,0.0027885209099432063,0.0027885209099432063,0.0027885209099432063,0.0027885209099432063,0.0,0.0046526594619732626,0.0009263477334436993,0.0009263477334436993,0.0009263477334436993,0.0032986026039834113,0.002630915993351533,0.0014801130874635673,0.002838987109147661,0.0,0.0017246485538429104,0.0017875834033939646,0.002566994699871686,0.002910749758547792
52,0.004031114815887861,0.004031114815887861,0.002187486259097067,0.00034655925034685493,0.003025389687601788,0.0030418590028655082,0.0028615395877414464,0.003870245749847615,0.00338621475297653,0.0022034897152017757,0.0011011035927671927,0.0,0.0030522009755217447,0.002419728426796698,0.003047040585768086,0.003059571534697692,0.0009569549862279713,0.0019737864669551568,0.002101013080205814,0.0023327985206170504,0.0011440759244692254,0.0019992004199845008,0.001835059279317658,0.0,0.003917320261733022,0.004237316316653165,0.0027885209099432063,0.0027885209099432063,0.0027885209099432063,0.0027885209099432063,0.0,0.0046526594619732626,0.0009263477334436993,0.0009263477334436993,0.0009263477334436993,0.0032986026039834113,0.002630915993351533,0.0014801130874635673,0.002838987109147661,0.0,0.0017246485538429104,0.0017875834033939646,0.002566994699871686,0.002910749758547792
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55T56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58T60,0.000737049140691474,0.000737049140691474,0.002781396503856913,0.0022007100200036223,0.006953774479727584,0.0118042138113216,0.015245066277711997,0.007570827788065007,0.014418370159682812,0.010295056250453412,0.005312083035990645,0.0,0.011491117158460474,0.0054442330111361585,0.005206886821652952,0.008194915116316271,0.006513676875653531,0.011248913727328473,0.01196289041879769,0.0066760856417511895,0.0074654765160033325,0.016297807893929504,0.007358258012130783,0.0,0.008135749426351669,0.019756699426689627,0.00912240767595311,0.00912240767595311,0.00912240767595311,0.00912240767595311,0.0,0.006256727030704417,0.09424723607259769,0.09424723607259769,0.09424723607259769,0.0375430057743437,0.0011677854587170504,0.024241918527102703,0.030068411328557115,0.0,0.010107570763251524,0.011009370392275,0.09432055837330594,0.012890774493935392
61,0.000737049140691474,0.000737049140691474,0.002781396503856913,0.0022007100200036223,0.006953774479727584,0.0118042138113216,0.015245066277711997,0.007570827788065007,0.014418370159682812,0.010295056250453412,0.005312083035990645,0.0,0.011491117158460474,0.0054442330111361585,0.005206886821652952,0.008194915116316271,0.006513676875653531,0.011248913727328473,0.01196289041879769,0.0066760856417511895,0.0074654765160033325,0.016297807893929504,0.007358258012130783,0.0,0.008135749426351669,0.019756699426689627,0.00912240767595311,0.00912240767595311,0.00912240767595311,0.00912240767595311,0.0,0.006256727030704417,0.09424723607259769,0.09424723607259769,0.09424723607259769,0.0375430057743437,0.0011677854587170504,0.024241918527102703,0.030068411328557115,0.0,0.010107570763251524,0.011009370392275,0.09432055837330594,0.012890774493935392
62T63,0.000737049140691474,0.000737049140691474,0.002781396503856913,0.0022007100200036223,0.006953774479727584,0.0118042138113216,0.015245066277711997,0.007570827788065007,0.014418370159682812,0.010295056250453412,0.005312083035990645,0.0,0.011491117158460474,0.0054442330111361585,0.005206886821652952,0.008194915116316271,0.006513676875653531,0.011248913727328473,0.01196289041879769,0.0066760856417511895,0.0074654765160033325,0.016297807893929504,0.007358258012130783,0.0,0.008135749426351669,0.019756699426689627,0.00912240767595311,0.00912240767595311,0.00912240767595311,0.00912240767595311,0.0,0.006256727030704417,0.09424723607259769,0.09424723607259769,0.09424723607259769,0.0375430057743437,0.0011677854587170504,0.024241918527102703,0.030068411328557115,0.0,0.010107570763251524,0.011009370392275,0.09432055837330594,0.012890774493935392
64T66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009575943996192899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010446236330760342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69T75,0.038543148274984604,0.038543148274984604,0.05969921305167642,0.031230954496384522,0.06399059327890812,0.21896993138822105,0.33312896898591,0.10187746042726903,0.22026171003037967,0.36091718033722403,0.7053826085981089,0.0,0.26079960828884513,0.37797414526088774,0.27316063913911515,0.25651475015319103,0.7337202452904992,0.514777226598141,0.4732845727299719,0.5124475163719884,0.6653815872216119,0.47934209401016087,0.05118658667425023,0.0,0.06980541092939709,0.1720114032998783,0.046417561899647755,0.046417561899647755,0.046417561899647755,0.046417561899647755,0.0,0.056261076980177446,0.2645802346406715,0.2645802346406715,0.2645802346406715,0.1696052769240838,0.01523740254948409,0.5606668944429961,0.2870615202902869,0.0,0.22461755589222043,0.10177267904034189,0.03539641573021076,0.1875229486141988
77T82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86T88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90T93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01334140269462157,0.01334140269462157,0.01334140269462157,0.0,0.0,0.0006323253474941686,0.0,0.0,0.0,0.0,0.01578106899598665,0.0
94T96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
